1.42119, -0.499462, -0.603882, 1.64343, -0.653977, -1.51728, 1.48445, -0.726984, -1.41406	0
-0.187931, 0.73537, 0.593874, 1.59871, 0.513605, -0.826108, -0.14005, -1.11772, -1.59492	0
-0.735131, -0.166331, -1.82275, 0.0652615, 0.965334, 0.185669, -0.154043, 1.21103, 0.197414	0
-0.027975, -0.237141, -0.257004, -1.9761, -0.154785, 0.284873, 0.125391, 0.896068, 1.69919	0
0.725544, -2.89671, -0.855622, 0.100993, -0.665149, 0.679437, 0.67052, 1.16436, 0.245114	0
-0.15115, -1.02973, -0.498713, 1.50398, 0.271512, -0.604895, -1.03315, 1.27721, -0.448755	0
1.98457, -1.00937, -0.715623, 1.54187, -1.05849, -1.52515, 0.584439, -0.684431, -0.158385	0
-0.688567, -0.806002, 0.448192, -1.10035, 0.207338, 1.06022, -0.447964, 0.517402, 0.919331	0
1.97645, -0.890608, 1.28207, -0.823521, -1.74936, 0.0453986, 0.602808, -1.22731, 0.415866	0
0.586616, -1.46966, -2.46655, 0.756953, 0.278339, -1.28132, 1.11258, 0.972199, 0.806165	0
-0.186029, -0.0149197, 1.6731, -0.528944, -0.806307, 1.03535, -1.23252, 0.216074, -0.101783	0
-0.361244, 0.675248, -1.96478, 0.736135, 1.2146, 0.425125, -0.398248, -0.061227, -0.848081	0
-0.629046, 1.99772, 1.19578, -0.958008, -0.370186, -0.334238, -0.731648, 0.40692, 0.126027	0
0.595512, 1.21898, 1.63468, -0.295577, -0.973776, -0.557709, -1.54003, -1.28026, 1.37293	0
1.6268, 0.0188035, 0.657524, 0.827178, -1.95712, -1.27202, 1.33996, -0.816245, -0.802319	0
2.23933, -0.998201, -0.968282, 0.158501, -1.22136, -0.476132, 2.14948, -0.896053, -0.843473	0
-0.327543, -1.31447, -0.465247, 1.55062, -0.194045, 0.610254, 0.190391, 0.303841, -1.08621	0
-0.922834, 0.886978, -0.17747, -1.10989, 0.514992, -0.199307, -0.442245, 1.19725, 0.737739	0
-0.471659, 0.0515767, -1.25577, -0.253059, 1.54634, 0.874133, -0.99241, -0.135379, 0.199351	0
-0.444396, -0.784498, -0.772423, -1.09518, 0.603443, 1.0602, -0.449978, 1.04493, 0.704586	0
0.417688, 0.632699, 1.11075, -1.42273, -0.396255, 0.932873, -1.16672, -1.1604, 1.1761	0
0.3215, 0.62326, 0.782515, -0.291972, -0.735229, -2.60528, 0.81969, 1.42618, 0.0848426	0
0.21528, 0.171493, -1.91623, 1.83495, 0.824043, -0.551044, -0.276784, -0.68381, -0.525093	0
-0.724458, 0.0397998, 0.155633, -0.723937, 0.501686, 0.852828, -1.34404, 0.265908, 1.0338	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-1.09561, 0.105479, 0.497954, 0.78188, 0.246051, 0.335968, -0.349439, 0.418605, -1.02393	0
-0.274803, -0.598202, -0.734747, -0.169861, 0.600007, 1.85742, -0.781274, -0.475088, 0.0331861	0
-0.601309, 0.239797, -0.608334, -0.354365, 1.44212, 1.06891, -0.928418, -0.523449, -0.0486947	0
-0.609517, -0.563085, -0.712792, -1.07229, -0.231615, 0.253695, 0.332293, 0.95329, 1.95849	0
-0.537845, -0.264244, -0.209479, 0.365626, 1.69703, -0.497545, -1.575, 0.0936098, 0.517792	0
-0.467064, 1.47146, 1.11782, 0.182317, -1.26789, -1.11195, -0.60111, 0.793312, 0.447516	0
-0.467064, 1.47146, 1.11782, 0.182317, -1.26789, -1.11195, -0.60111, 0.793312, 0.447516	0
-0.467064, 1.47146, 1.11782, 0.182317, -1.26789, -1.11195, -0.60111, 0.793312, 0.447516	0
-0.467064, 1.47146, 1.11782, 0.182317, -1.26789, -1.11195, -0.60111, 0.793312, 0.447516	0
